Release;File;Size;LocTouched;LocAdded;MaxLocAdded;AvgLocAdded;Nauth;Nfix;Nr;ChgSetSize;Buggy
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;473;155;85;42;12.14;3;3;7;390;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;114;54;35;15;7.00;3;0;5;381;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;133;20;13;12;4.33;3;0;3;263;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;106;0;0;0;0.00;1;0;1;55;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;43;261;136;113;27.20;3;0;5;251;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;238;40;31;12;7.75;3;0;4;257;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;244;1134;636;407;70.67;3;3;9;439;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;154;15;8;4;2.00;2;2;4;323;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;33;6;3;3;1.50;2;0;2;225;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;145;45;23;16;4.60;3;0;5;337;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;12;10;5;4;1.67;3;0;3;241;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;95;96;43;26;5.38;3;4;8;423;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;34;23;12;7;3.00;3;1;4;349;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;53;93;47;43;15.67;2;0;3;317;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;537;1641;928;531;77.33;3;3;12;453;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;180;132;91;33;13.00;3;1;7;354;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;121;155;92;28;10.22;3;3;9;429;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;145;74;46;17;7.67;3;1;6;356;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;50;18;9;7;2.25;3;1;4;244;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;125;61;44;30;11.00;3;0;4;343;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;140;43;23;17;5.75;3;0;4;343;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;59;2;1;1;0.50;2;0;2;225;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;61;2;1;1;0.50;2;0;2;225;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;150;47;25;9;3.57;3;2;7;384;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;76;95;87;71;21.75;3;0;4;257;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;340;376;280;111;25.45;3;2;11;424;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;77;89;82;75;27.33;3;1;3;257;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;379;58;35;8;4.38;3;1;8;392;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;479;190;110;24;12.22;3;2;9;392;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;133;0;0;0;0.00;1;0;1;55;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;113;21;11;8;3.67;2;0;3;317;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;94;21;11;8;3.67;2;0;3;317;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;48;807;68;51;11.33;3;1;6;344;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;149;441;233;101;38.83;3;2;6;390;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;29;10;5;4;1.67;3;1;3;257;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;18;10;5;5;2.50;2;0;2;225;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;56;8;4;4;2.00;2;0;2;225;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;22;21;11;7;3.67;2;0;3;317;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;35;33;4;4;1.33;3;2;3;257;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;213;42;22;16;5.50;3;1;4;324;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;200;233;157;43;13.08;3;3;12;451;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;219;76;43;20;7.17;3;0;6;387;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;236;68;34;24;5.67;3;2;6;377;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;876;634;477;166;47.70;3;3;10;392;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;256;164;85;45;17.00;3;1;5;247;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;44;17;9;6;3.00;2;0;3;317;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;164;40;25;9;4.17;3;1;6;395;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;90;37;14;8;3.50;3;0;4;355;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;77;56;41;25;10.25;3;0;4;318;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;94;25;14;7;2.80;3;0;5;381;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;43;13;8;4;2.67;3;0;3;263;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java;101;174;153;131;38.25;1;1;4;185;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;78;151;127;101;21.17;2;2;6;294;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;41;77;74;61;18.50;2;2;4;152;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;71;106;99;90;33.00;3;1;3;208;Yes
1;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;6226;18357;12362;6267;6181.00;2;1;2;170;Yes
1;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;101;137;133;128;44.33;2;1;3;263;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;73;126;122;116;40.67;2;1;3;137;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;393;1132;930;714;155.00;2;2;6;207;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;108;19;13;8;3.25;2;1;4;178;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;88;115;114;113;57.00;1;0;2;32;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;162;275;247;222;82.33;2;1;3;43;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;444;277;244;209;48.80;2;1;5;191;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;227;321;291;246;97.00;1;1;3;42;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;51;78;78;78;78.00;1;0;1;26;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;262;351;348;343;116.00;1;1;3;67;Yes
1;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;36;72;72;72;72.00;1;0;1;27;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;9;42;42;42;42.00;1;0;1;27;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;223;19;14;14;14.00;1;0;1;27;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;80;232;224;216;56.00;2;4;4;41;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;178;417;397;377;99.25;2;3;4;41;Yes
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;170;206;206;206;206.00;1;1;1;2;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;47;107;106;61;53.00;1;2;2;70;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;32;55;55;55;55.00;1;0;1;38;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;163;257;255;251;127.50;1;2;2;35;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;131;193;193;193;193.00;1;1;1;32;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;357;514;514;514;514.00;1;2;1;32;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;139;204;204;204;204.00;1;1;1;32;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;34;144;144;144;144.00;1;1;1;32;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;63;98;98;98;98.00;1;1;1;32;Yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;48;94;94;94;94.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;24;47;47;47;47.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;24;47;47;47;47.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;24;47;47;47;47.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;23;46;46;46;46.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;24;47;47;47;47.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;112;136;136;136;136.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;225;261;261;261;261.00;1;1;1;32;Yes
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;67;90;90;90;90.00;1;0;1;1;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;350;720;361;239;30.08;3;7;12;72;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;131;139;116;61;14.50;3;6;8;34;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;80;14;12;8;6.00;1;2;2;4;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;308;334;253;241;84.33;1;2;3;45;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;522;210;185;98;46.25;1;3;4;60;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;189;69;49;42;24.50;1;2;2;37;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;209;172;172;172;172.00;1;1;1;4;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;16;7;7;5;3.50;1;2;2;44;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;369;105;78;53;26.00;1;2;3;59;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;51;25;23;23;23.00;1;1;1;11;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;22;4;4;4;4.00;1;1;1;11;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;158;4;4;4;4.00;1;1;1;11;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;20;5;5;5;5.00;1;1;1;11;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;38;5;5;5;5.00;1;1;1;11;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;396;19;18;17;9.00;1;2;2;44;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;116;42;31;25;10.33;1;3;3;50;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;56;9;9;5;4.50;1;2;2;44;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;213;246;246;246;246.00;1;1;1;11;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;292;57;46;33;11.50;3;4;4;38;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;220;29;15;13;7.50;1;2;2;13;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;634;301;222;95;24.67;3;6;9;70;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;218;76;70;44;14.00;3;3;5;41;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;548;209;163;155;27.17;2;6;6;62;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;29;446;119;30;17.00;2;6;7;56;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;105;42;40;39;20.00;1;2;2;14;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;90;59;26;25;13.00;1;1;2;28;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;123;42;12;7;6.00;2;2;2;9;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;358;65;29;15;7.25;2;4;4;10;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;35;7;5;5;5.00;1;1;1;4;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;7;27;27;27;27.00;1;0;1;1;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;53;90;89;84;44.50;1;0;2;4;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;38;13;9;9;9.00;1;0;1;2;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;67;35;26;26;26.00;1;0;1;2;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java.orig;805;2054;1027;1027;513.50;1;0;2;12;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;588;1406;572;106;28.60;3;11;20;145;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;31;55;53;52;26.50;2;0;2;17;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;8;35;33;33;16.50;2;0;2;17;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;21;761;128;92;16.00;2;4;8;61;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;7;133;80;79;40.00;1;0;2;19;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;19;60;60;60;60.00;1;0;1;12;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;245;192;182;110;30.33;2;4;6;30;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;160;236;236;236;236.00;1;0;1;12;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;446;192;153;61;17.00;2;7;9;90;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;70;90;90;90;90.00;1;0;1;12;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;20;58;58;58;58.00;1;0;1;12;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;375;22;9;5;2.25;1;0;4;42;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;108;62;61;30;20.33;2;2;3;8;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;568;303;197;48;19.70;3;7;10;61;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java;77;111;106;101;35.33;2;2;3;20;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;128;164;161;157;53.67;1;2;3;20;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;488;652;617;394;68.56;3;7;9;66;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;13;30;30;30;30.00;1;0;1;4;No
2;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;241;414;407;397;135.67;2;2;3;37;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;261;431;428;424;214.00;1;1;2;37;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;982;1071;1056;1029;528.00;1;1;2;37;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;71;92;92;92;92.00;1;0;1;4;No
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;293;359;357;357;178.50;1;1;2;37;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;196;52;49;26;16.33;2;3;3;16;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;205;201;126;75;31.50;1;3;4;19;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;38;235;74;36;14.80;1;2;5;34;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;151;64;43;33;14.33;2;2;3;34;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;227;273;6;6;3.00;2;2;2;27;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;143;17;8;4;2.67;2;2;3;48;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;16;22;13;13;13.00;1;1;1;10;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;112;103;30;19;5.00;3;5;6;74;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;99;94;59;37;11.80;2;4;5;66;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;62;43;23;23;23.00;1;1;1;10;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;294;99;76;76;38.00;2;2;2;27;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;82;22;20;10;6.67;2;3;3;32;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;976;135;131;126;65.50;1;2;2;19;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;105;147;4;3;1.33;2;3;3;18;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;161;11;4;3;2.00;2;2;2;11;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;188;70;55;44;18.33;2;2;3;16;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java;131;172;169;166;84.50;1;2;2;14;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;347;421;400;227;100.00;3;1;4;43;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;223;277;263;143;52.60;3;3;5;46;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;275;268;151;105;25.17;3;6;6;20;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;181;42;36;23;9.00;3;3;4;32;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;769;245;207;165;69.00;1;2;3;20;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;624;77;55;31;18.33;1;2;3;43;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;198;129;101;47;33.67;1;3;3;13;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;11;40;40;40;40.00;1;1;1;5;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;383;581;545;378;77.86;3;2;7;48;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;258;345;332;317;110.67;2;2;3;32;Yes
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;192;239;227;177;75.67;1;1;3;9;Yes
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;251;297;284;260;142.00;1;0;2;8;No
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;425;617;534;425;106.80;3;1;5;16;Yes
2;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;194;224;220;211;55.00;2;1;4;10;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;130;68;63;58;31.50;2;1;2;41;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;163;208;202;195;101.00;1;2;2;23;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;247;325;323;298;161.50;1;2;2;18;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;71;10;5;3;2.50;2;2;2;27;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java;134;163;163;133;54.33;1;3;3;22;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;427;667;666;665;333.00;1;0;2;25;No
2;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;58;91;86;47;28.67;2;0;3;20;Yes
2;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;93;13;13;13;13.00;1;0;1;12;No
2;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;92;19;9;9;9.00;1;0;1;12;Yes
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;499;144;120;38;30.00;1;2;4;24;Yes
2;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;6370;12700;6428;6428;6428.00;1;0;1;12;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;414;70;62;50;31.00;1;1;2;45;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;24;3;3;3;3.00;1;0;1;12;No
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;495;46;43;29;14.33;1;1;3;60;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;61;20;18;18;18.00;1;0;1;12;No
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;219;241;241;241;241.00;1;0;1;12;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;102;12;12;12;12.00;1;0;1;12;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;20;4;0;0;0.00;1;1;1;10;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;110;8;3;3;3.00;1;1;1;10;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;225;8;4;4;4.00;1;1;1;10;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;225;351;345;336;115.00;2;2;3;23;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;90;6;3;3;3.00;1;1;1;10;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;150;18;17;15;5.67;2;3;3;22;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java;102;127;127;127;127.00;1;1;1;1;Yes
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;8;37;37;37;37.00;1;0;1;3;No
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;7;27;27;27;27.00;1;0;1;3;No
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;27;48;48;48;48.00;1;0;1;3;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;12;32;32;32;32.00;1;0;1;5;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;46;82;74;69;37.00;1;0;2;13;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;63;148;118;113;59.00;1;0;2;13;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;28;58;55;53;27.50;1;0;2;13;Yes
